,基金代码,基金简称,2021-12-06-单位净值,2021-12-06-累计净值,2021-12-03-单位净值,2021-12-03-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
7815,000968,广发养老指数A,1.1118,1.1118,1.1233,1.1233,-0.0115,-1.02,开放申购,开放赎回,0.12%
7816,011813,融通创新动力混合A,0.9608,0.9608,0.9707,0.9707,-0.0099,-1.02,开放申购,开放赎回,0.15%
7817,011180,浙商智选食品饮料股票C,0.9449,0.9449,0.9546,0.9546,-0.0097,-1.02,开放申购,开放赎回,0.00%
7818,006009,国融融银灵活配置混合A,0.8611,0.9111,0.87,0.92,-0.0089,-1.02,开放申购,开放赎回,0.12%
7819,006010,国融融银灵活配置混合C,0.8536,0.9036,0.8624,0.9124,-0.0088,-1.02,开放申购,开放赎回,0.00%
7820,000652,博时裕隆灵活配置混合A,4.5160,3.91,4.5630,3.95,-0.0470,-1.03,开放申购,开放赎回,0.15%
7821,070013,嘉实研究精选混合A,2.6060,4.3980,2.6330,4.4250,-0.0270,-1.03,开放申购,开放赎回,0.15%
7822,160812,长盛同益成长回报(LOF),2.5930,5.9080,2.62,5.9350,-0.0270,-1.03,开放申购,开放赎回,0.15%
7823,161611,融通内需驱动混合A,2.4980,2.6180,2.5240,2.6440,-0.0260,-1.03,开放申购,开放赎回,0.15%
7824,014109,融通内需驱动混合C,2.4980,2.4980,2.5240,2.5240,-0.0260,-1.03,开放申购,开放赎回,0.00%
7825,005739,富国转型机遇混合,2.4148,2.4148,2.44,2.44,-0.0252,-1.03,开放申购,开放赎回,0.15%
7826,090010,大成中证红利指数A,2.1230,2.2790,2.1450,2.3010,-0.0220,-1.03,开放申购,开放赎回,0.12%
7827,007801,大成中证红利指数C,2.1150,2.1150,2.1370,2.1370,-0.0220,-1.03,开放申购,开放赎回,0.00%
7828,519668,银河成长混合,1.9890,4.2548,2.0096,4.2754,-0.0206,-1.03,开放申购,开放赎回,0.15%
7829,008306,方正富邦天璇混合A,1.6355,1.6355,1.6525,1.6525,-0.0170,-1.03,限大额,开放赎回,0.15%
7830,001411,诺安创新驱动混合A,1.6290,1.7440,1.6460,1.7610,-0.0170,-1.03,开放申购,开放赎回,0.15%
7831,008307,方正富邦天璇混合C,1.6274,1.6274,1.6443,1.6443,-0.0169,-1.03,限大额,开放赎回,0.00%
7832,007873,华宝科技ETF联接A,1.5030,1.5030,1.5187,1.5187,-0.0157,-1.03,开放申购,开放赎回,0.10%
7833,005521,华安红利精选混合,1.4648,1.5309,1.48,1.5461,-0.0152,-1.03,开放申购,开放赎回,0.15%
7834,160105,南方积极配置混合(LOF),1.3512,3.6278,1.3653,3.6419,-0.0141,-1.03,开放申购,开放赎回,0.15%
7835,160726,嘉实瑞享定期混合,1.3195,1.9595,1.3332,1.9732,-0.0137,-1.03,暂停申购,暂停赎回,0.90%
7836,001127,中银宏观策略混合,1.2470,1.2470,1.26,1.26,-0.0130,-1.03,开放申购,开放赎回,0.15%
7837,161601,融通新蓝筹混合,1.2444,3.5544,1.2574,3.5674,-0.0130,-1.03,开放申购,开放赎回,0.15%
7838,009051,易方达中证红利ETF联接A,1.1541,1.2011,1.1661,1.2131,-0.0120,-1.03,开放申购,开放赎回,0.06%
7839,009052,易方达中证红利ETF联接C,1.1523,1.1993,1.1643,1.2113,-0.0120,-1.03,开放申购,开放赎回,0.00%
7840,002982,广发养老指数C,1.0978,1.0978,1.1092,1.1092,-0.0114,-1.03,开放申购,开放赎回,0.00%
7841,011814,融通创新动力混合C,0.9594,0.9594,0.9694,0.9694,-0.01,-1.03,开放申购,开放赎回,0.00%
7842,012882,工银科技龙头ETF发起式联接A,0.9372,0.9372,0.9470,0.9470,-0.0098,-1.03,开放申购,开放赎回,0.10%
7843,010895,鹏华汇智优选混合C,0.9198,0.9198,0.9294,0.9294,-0.0096,-1.03,开放申购,开放赎回,0.00%
7844,001361,景顺中证科技传媒通信150ETF联接,0.7660,0.7660,0.7740,0.7740,-0.0080,-1.03,开放申购,开放赎回,0.12%
7845,519712,交银阿尔法核心混合A,4.2342,5.0672,4.2786,5.1116,-0.0444,-1.04,限大额,开放赎回,0.15%
7846,013885,交银阿尔法核心混合C,4.2335,4.2335,4.2781,4.2781,-0.0446,-1.04,限大额,开放赎回,0.00%
7847,690009,民生加银红利回报混合,3.5140,3.8120,3.5510,3.8490,-0.0370,-1.04,开放申购,开放赎回,0.15%
7848,519093,新华钻石品质企业混合,3.3151,3.3151,3.3498,3.3498,-0.0347,-1.04,开放申购,开放赎回,0.15%
7849,217021,招商优势企业混合,3.2350,3.2350,3.2690,3.2690,-0.0340,-1.04,开放申购,开放赎回,0.15%
7850,000471,富国城镇发展股票,2.7660,3.2660,2.7950,3.2950,-0.0290,-1.04,开放申购,开放赎回,0.15%
7851,004685,金元顺安元启灵活配置混合,2.3487,2.3487,2.3734,2.3734,-0.0247,-1.04,限大额,开放赎回,0.15%
7852,006160,博道启航混合A,2.0670,2.0670,2.0888,2.0888,-0.0218,-1.04,开放申购,开放赎回,0.15%
7853,002938,中银证券健康产业混合,1.9280,1.9280,1.9483,1.9483,-0.0203,-1.04,开放申购,开放赎回,0.15%
7854,585001,东吴中证新兴指数,1.8806,1.8806,1.9003,1.9003,-0.0197,-1.04,开放申购,开放赎回,0.12%
7855,007874,华宝科技ETF联接C,1.4896,1.4896,1.5052,1.5052,-0.0156,-1.04,开放申购,开放赎回,0.00%
7856,004809,前海联合润丰混合A,1.4699,1.4699,1.4853,1.4853,-0.0154,-1.04,开放申购,开放赎回,0.15%
7857,005935,前海联合润丰混合C,1.4463,1.4463,1.4615,1.4615,-0.0152,-1.04,开放申购,开放赎回,0.00%
7858,001193,中金消费升级,1.3644,1.3644,1.3788,1.3788,-0.0144,-1.04,开放申购,开放赎回,0.15%
7859,008681,鹏华价值成长混合,1.3090,1.3090,1.3228,1.3228,-0.0138,-1.04,开放申购,开放赎回,0.15%
7860,011686,创金合信先进装备股票C,1.2507,1.2507,1.2639,1.2639,-0.0132,-1.04,开放申购,开放赎回,0.00%
7861,160925,大成中华沪深港300指数(LOF)A,1.2003,1.2003,1.2129,1.2129,-0.0126,-1.04,开放申购,开放赎回,0.12%
7862,008973,大成中华沪深港300指数(LOF)C,1.1989,1.1989,1.2115,1.2115,-0.0126,-1.04,开放申购,开放赎回,0.00%
7863,000270,建信灵活配置混合,1.0989,1.6785,1.1104,1.6961,-0.0115,-1.04,限大额,开放赎回,0.12%
7864,050008,博时第三产业混合,1.05,3.5480,1.0610,3.5730,-0.0110,-1.04,开放申购,开放赎回,0.15%
7865,012655,博时5G50ETF联接A,1.0110,1.0110,1.0216,1.0216,-0.0106,-1.04,开放申购,开放赎回,0.12%
7866,012658,博时5G50ETF联接C,1.0094,1.0094,1.02,1.02,-0.0106,-1.04,开放申购,开放赎回,0.00%
7867,009826,民生加银家盈6个月持有期债券A,0.9984,0.9984,1.0089,1.0089,-0.0105,-1.04,开放申购,开放赎回,0.08%
7868,180018,银华和谐主题混合,4.7330,4.8130,4.7830,4.8630,-0.05,-1.05,开放申购,开放赎回,0.15%
7869,013410,博时裕隆灵活配置混合C,4.5120,4.5120,4.56,4.56,-0.0480,-1.05,开放申购,开放赎回,0.00%
7870,000554,中国梦灵活配置混合,2.4550,2.4550,2.4810,2.4810,-0.0260,-1.05,开放申购,开放赎回,0.15%
7871,007047,长城核心优势混合,2.0498,2.0998,2.0716,2.1216,-0.0218,-1.05,开放申购,开放赎回,0.15%
7872,006161,博道启航混合C,2.0328,2.0328,2.0543,2.0543,-0.0215,-1.05,开放申购,开放赎回,0.00%
7873,001940,农银现代农业加,1.9848,1.9848,2.0059,2.0059,-0.0211,-1.05,开放申购,开放赎回,0.15%
7874,501083,银华科创主题3年封闭混合,1.9306,1.9306,1.9511,1.9511,-0.0205,-1.05,暂停申购,暂停赎回,1.50%
7875,007472,华夏创蓝筹ETF联接A,1.7581,1.7581,1.7768,1.7768,-0.0187,-1.05,开放申购,开放赎回,0.12%
7876,001617,天弘中证电子ETF联接A,1.6163,1.6163,1.6334,1.6334,-0.0171,-1.05,开放申购,开放赎回,0.10%
7877,001897,九泰久盛量化先锋混合A,1.6010,1.7820,1.6180,1.7990,-0.0170,-1.05,开放申购,开放赎回,0.15%
7878,001618,天弘中证电子ETF联接C,1.5926,1.5926,1.6095,1.6095,-0.0169,-1.05,开放申购,开放赎回,0.00%
7879,011685,创金合信先进装备股票A,1.2550,1.2550,1.2683,1.2683,-0.0133,-1.05,开放申购,开放赎回,0.15%
7880,005579,光大晟利债券A,1.2536,1.2536,1.2669,1.2669,-0.0133,-1.05,开放申购,开放赎回,0.08%
7881,013044,富国国家安全主题混合C,1.2230,1.2230,1.2360,1.2360,-0.0130,-1.05,开放申购,开放赎回,0.00%
7882,006878,天治量化核心精选混合C,1.1268,1.4018,1.1388,1.4138,-0.0120,-1.05,限大额,开放赎回,0.00%
7883,010429,中欧睿见混合,1.1165,1.1165,1.1284,1.1284,-0.0119,-1.05,开放申购,开放赎回,0.15%
7884,011025,九泰久元量化A,1.0982,1.0982,1.1098,1.1098,-0.0116,-1.05,开放申购,开放赎回,0.12%
7885,010996,招商品质升级混合A,1.0040,1.0040,1.0147,1.0147,-0.0107,-1.05,开放申购,开放赎回,0.15%
7886,009827,民生加银家盈6个月持有期债券C,0.9937,0.9937,1.0042,1.0042,-0.0105,-1.05,开放申购,开放赎回,0.00%
7887,011238,华安聚恒精选混合A,0.9929,0.9929,1.0034,1.0034,-0.0105,-1.05,开放申购,开放赎回,0.15%
7888,011239,华安聚恒精选混合C,0.9886,0.9886,0.9991,0.9991,-0.0105,-1.05,开放申购,开放赎回,0.00%
7889,012883,工银科技龙头ETF发起式联接C,0.9368,0.9368,0.9467,0.9467,-0.0099,-1.05,开放申购,开放赎回,0.00%
7890,001192,上投摩根整合驱动混合,0.8873,0.8873,0.8967,0.8967,-0.0094,-1.05,开放申购,开放赎回,0.15%
7891,519697,交银优势行业混合,6.5140,6.92,6.5840,6.99,-0.07,-1.06,限大额,开放赎回,0.15%
7892,519918,华夏兴和混合,4.5930,6.6830,4.6420,6.7280,-0.0490,-1.06,开放申购,开放赎回,0.15%
7893,000432,中银优秀企业混合,2.4340,2.4340,2.46,2.46,-0.0260,-1.06,开放申购,开放赎回,0.15%
7894,270007,广发大盘成长混合,2.3797,2.5511,2.4053,2.5767,-0.0256,-1.06,开放申购,开放赎回,0.15%
7895,240010,华宝行业精选混合,2.3146,2.3146,2.3395,2.3395,-0.0249,-1.06,开放申购,开放赎回,0.15%
7896,006593,博道中证500增强A,2.2232,2.3232,2.2470,2.3470,-0.0238,-1.06,限大额,开放赎回,0.12%
7897,006594,博道中证500增强C,2.2037,2.3037,2.2274,2.3274,-0.0237,-1.06,限大额,开放赎回,0.00%
7898,001050,汇添富成长多因子量化策略股票,1.9550,1.9550,1.9760,1.9760,-0.0210,-1.06,开放申购,开放赎回,0.15%
7899,007590,华宝绿色领先股票,1.8809,1.8809,1.9010,1.9010,-0.0201,-1.06,开放申购,开放赎回,0.15%
7900,001270,英大灵活配置混合型发起式A,1.8285,2.0785,1.8481,2.0981,-0.0196,-1.06,开放申购,开放赎回,0.10%
7901,290006,泰信蓝筹精选混合,1.8130,2.2907,1.8324,2.3101,-0.0194,-1.06,开放申购,开放赎回,0.15%
7902,001271,英大灵活配置混合型发起式B,1.7445,1.9945,1.7632,2.0132,-0.0187,-1.06,开放申购,开放赎回,0.00%
7903,007473,华夏创蓝筹ETF联接C,1.7410,1.7410,1.7596,1.7596,-0.0186,-1.06,开放申购,开放赎回,0.00%
7904,000458,英大领先回报混合发起式,1.7107,2.3707,1.7291,2.3891,-0.0184,-1.06,开放申购,开放赎回,0.12%
7905,005599,汇安量化优选灵活配置A,1.6790,1.6790,1.6970,1.6970,-0.0180,-1.06,开放申购,开放赎回,0.15%
7906,008657,景顺长城科技创新混合,1.6570,1.6570,1.6748,1.6748,-0.0178,-1.06,开放申购,开放赎回,0.15%
7907,005600,汇安量化优选灵活配置C,1.6288,1.6288,1.6463,1.6463,-0.0175,-1.06,开放申购,开放赎回,0.00%
7908,003582,中金量化多策略混合,1.4864,1.6464,1.5024,1.6624,-0.0160,-1.06,限大额,开放赎回,0.15%
7909,007012,湘财长顺混合发起式A,1.2647,2.0092,1.2783,2.0228,-0.0136,-1.06,限大额,开放赎回,0.15%
7910,005580,光大晟利债券C,1.2325,1.2325,1.2457,1.2457,-0.0132,-1.06,开放申购,开放赎回,0.00%
7911,010049,长城成长先锋混合A,1.1674,1.1674,1.1799,1.1799,-0.0125,-1.06,开放申购,开放赎回,0.15%
7912,010050,长城成长先锋混合C,1.1602,1.1602,1.1726,1.1726,-0.0124,-1.06,开放申购,开放赎回,0.00%
7913,006877,天治量化核心精选混合A,1.1004,1.3682,1.1122,1.38,-0.0118,-1.06,限大额,开放赎回,0.15%
7914,011026,九泰久元量化C,1.0921,1.0921,1.1038,1.1038,-0.0117,-1.06,开放申购,开放赎回,0.00%
7915,010967,博道嘉丰混合A,1.0168,1.0168,1.0277,1.0277,-0.0109,-1.06,开放申购,开放赎回,1.50%
7916,010997,招商品质升级混合C,0.9979,0.9979,1.0086,1.0086,-0.0107,-1.06,开放申购,开放赎回,0.00%
7917,012241,工银量化策略混合C,4.4390,4.4390,4.4870,4.4870,-0.0480,-1.07,开放申购,开放赎回,0.00%
7918,000977,长城环保主题混合,2.9782,2.9782,3.0105,3.0105,-0.0323,-1.07,开放申购,开放赎回,0.15%
7919,002542,长城久鼎混合,2.9402,2.9402,2.9721,2.9721,-0.0319,-1.07,开放申购,开放赎回,0.15%
7920,519779,交银沪港深价值精选混合,2.2170,2.3120,2.2410,2.3360,-0.0240,-1.07,开放申购,开放赎回,0.15%
7921,007880,朱雀产业智选混合A,1.7832,1.7832,1.8025,1.8025,-0.0193,-1.07,开放申购,开放赎回,1.50%
7922,161032,富国中证煤炭指数(LOF)A,1.5650,1.09,1.5820,1.1020,-0.0170,-1.07,开放申购,开放赎回,0.00%
7923,161123,易方达中证万得并购重组(LOF),1.3107,0.5278,1.3249,0.5329,-0.0142,-1.07,开放申购,开放赎回,0.10%
7924,007013,湘财长顺混合发起式C,1.2610,1.9857,1.2746,1.9993,-0.0136,-1.07,限大额,开放赎回,0.00%
7925,580002,东吴双动力混合A,1.1793,2.5030,1.1920,2.5157,-0.0127,-1.07,开放申购,开放赎回,0.15%
7926,011241,东吴双动力混合C,1.1724,1.1724,1.1851,1.1851,-0.0127,-1.07,开放申购,开放赎回,0.00%
7927,001007,国联安鑫安灵活配置混合,1.0158,2.1278,1.0268,2.1388,-0.0110,-1.07,开放申购,开放赎回,0.07%
7928,010968,博道嘉丰混合C,1.0099,1.0099,1.0208,1.0208,-0.0109,-1.07,开放申购,开放赎回,0.00%
7929,010113,广发研究精选股票C,1.0058,1.0058,1.0167,1.0167,-0.0109,-1.07,开放申购,开放赎回,0.00%
7930,012671,嘉实核心蓝筹混合A,0.9954,0.9954,1.0062,1.0062,-0.0108,-1.07,开放申购,开放赎回,0.15%
7931,006252,永赢消费主题A,3.6372,3.6372,3.6769,3.6769,-0.0397,-1.08,开放申购,开放赎回,0.15%
7932,006253,永赢消费主题C,3.6104,3.6104,3.6498,3.6498,-0.0394,-1.08,开放申购,开放赎回,0.00%
7933,006969,圆信永丰高端制造混合,2.5801,2.5801,2.6082,2.6082,-0.0281,-1.08,开放申购,开放赎回,0.15%
7934,217012,招商行业领先混合A,2.4650,2.7650,2.4920,2.7920,-0.0270,-1.08,开放申购,开放赎回,0.15%
7935,005001,交银持续成长主题混合,2.2750,2.3860,2.2998,2.4108,-0.0248,-1.08,限大额,开放赎回,0.15%
7936,161907,万家中证红利指数(LOF),2.2447,2.2447,2.2691,2.2691,-0.0244,-1.08,开放申购,开放赎回,0.15%
7937,161729,招商3年封闭瑞利混合,2.1745,2.1745,2.1983,2.1983,-0.0238,-1.08,暂停申购,暂停赎回,0.15%
7938,470058,汇添富可转换债券A,2.1110,2.3930,2.1340,2.4160,-0.0230,-1.08,开放申购,开放赎回,0.08%
7939,470059,汇添富可转换债券C,2.0160,2.2980,2.0380,2.32,-0.0220,-1.08,开放申购,开放赎回,0.00%
7940,000978,景顺长城量化精选股票,1.9260,1.9790,1.9470,2,-0.0210,-1.08,开放申购,开放赎回,0.15%
7941,007881,朱雀产业智选混合C,1.7548,1.7548,1.7739,1.7739,-0.0191,-1.08,开放申购,开放赎回,0.00%
7942,008399,华泰柏瑞中证科技ETF联接A,1.6208,1.6208,1.6385,1.6385,-0.0177,-1.08,开放申购,开放赎回,0.10%
7943,008400,华泰柏瑞中证科技ETF联接C,1.6136,1.6136,1.6312,1.6312,-0.0176,-1.08,开放申购,开放赎回,0.00%
7944,004510,九泰久盛量化先锋混合C,1.5550,1.7360,1.5720,1.7530,-0.0170,-1.08,开放申购,开放赎回,0.00%
7945,009968,金鹰内需成长混合A,1.5144,1.6667,1.5310,1.6833,-0.0166,-1.08,开放申购,开放赎回,0.15%
7946,240012,华宝增强收益债券A,1.4089,1.7889,1.4243,1.8043,-0.0154,-1.08,开放申购,开放赎回,0.08%
7947,519733,交银强化回报债券A/B,1.2676,1.4756,1.2814,1.4894,-0.0138,-1.08,开放申购,开放赎回,0.08%
7948,519735,交银强化回报债券C,1.2392,1.4362,1.2527,1.4497,-0.0135,-1.08,开放申购,开放赎回,0.00%
7949,009539,兴业睿进混合A,1.1850,1.1850,1.1979,1.1979,-0.0129,-1.08,开放申购,开放赎回,0.15%
7950,009540,兴业睿进混合C,1.1770,1.1770,1.1898,1.1898,-0.0128,-1.08,开放申购,开放赎回,0.00%
7951,009465,东方可转债债券A,1.1348,1.1348,1.1472,1.1472,-0.0124,-1.08,开放申购,开放赎回,0.08%
7952,009466,东方可转债债券C,1.1314,1.1314,1.1438,1.1438,-0.0124,-1.08,开放申购,开放赎回,0.00%
7953,010711,华富国潮优选混合发起式,1.0393,1.0393,1.0507,1.0507,-0.0114,-1.08,开放申购,开放赎回,0.15%
7954,010112,广发研究精选股票A,1.0101,1.0101,1.0211,1.0211,-0.0110,-1.08,开放申购,开放赎回,0.15%
7955,010151,东财消费精选A,0.9956,0.9956,1.0065,1.0065,-0.0109,-1.08,开放申购,开放赎回,0.15%
7956,560002,益民红利成长混合,0.8206,2.0645,0.8296,2.0807,-0.0090,-1.08,开放申购,开放赎回,0.15%
7957,519002,华安安信消费混合A,5.0010,5.3630,5.0560,5.4190,-0.0550,-1.09,开放申购,开放赎回,0.15%
7958,013686,华安安信消费混合C,4.9980,4.9980,5.0530,5.0530,-0.0550,-1.09,开放申购,开放赎回,0.00%
7959,481017,工银量化策略混合A,4.4550,4.90,4.5040,4.9490,-0.0490,-1.09,开放申购,开放赎回,0.15%
7960,001279,中海积极增利混合,2.9870,2.9870,3.02,3.02,-0.0330,-1.09,开放申购,开放赎回,0.15%
7961,006230,鹏华研究驱动混合,2.3134,2.3134,2.3388,2.3388,-0.0254,-1.09,开放申购,开放赎回,0.15%
7962,004076,国联安锐意成长混合,2.2948,2.2948,2.32,2.32,-0.0252,-1.09,开放申购,开放赎回,0.15%
7963,006179,富国品质生活混合A,2.1532,2.1532,2.1770,2.1770,-0.0238,-1.09,开放申购,开放赎回,0.15%
7964,011148,南方军工改革灵活配置混合C,1.7456,1.7456,1.7649,1.7649,-0.0193,-1.09,开放申购,开放赎回,0.00%
7965,070011,嘉实策略混合,1.5360,2.7860,1.5530,2.8030,-0.0170,-1.09,开放申购,开放赎回,0.15%
7966,009969,金鹰内需成长混合C,1.5004,1.6507,1.5170,1.6673,-0.0166,-1.09,开放申购,开放赎回,0.00%
7967,002316,创金合信中证500指数增强C,1.3304,1.5512,1.3451,1.5659,-0.0147,-1.09,开放申购,开放赎回,0.00%
7968,002311,创金合信中证500指数增强A,1.33,1.5506,1.3447,1.5653,-0.0147,-1.09,开放申购,开放赎回,0.15%
7969,240013,华宝增强收益债券B,1.3258,1.7058,1.3404,1.7204,-0.0146,-1.09,开放申购,开放赎回,0.00%
7970,010202,天弘中证科技100指数增强A,1.2806,1.2806,1.2947,1.2947,-0.0141,-1.09,开放申购,开放赎回,0.15%
7971,002449,民生加银量化中国混合,1.2650,1.2650,1.2790,1.2790,-0.0140,-1.09,限大额,开放赎回,0.15%
7972,580007,东吴安享量化混合,1.2298,1.8098,1.2434,1.8234,-0.0136,-1.09,开放申购,开放赎回,0.15%
7973,012672,嘉实核心蓝筹混合C,0.9924,0.9924,1.0033,1.0033,-0.0109,-1.09,开放申购,开放赎回,0.00%
7974,010152,东财消费精选C,0.9860,0.9860,0.9969,0.9969,-0.0109,-1.09,开放申购,开放赎回,0.00%
7975,011733,银华瑞祥一年持有期混合,0.9833,0.9833,0.9941,0.9941,-0.0108,-1.09,开放申购,暂停赎回,0.15%
7976,012494,长信内需均衡混合C,0.9323,0.9323,0.9426,0.9426,-0.0103,-1.09,开放申购,开放赎回,0.00%
7977,910009,东方红启程三年持有混合A,5.9698,6.5238,6.0362,6.5902,-0.0664,-1.10,暂停申购,开放赎回,0.00%
7978,000529,广发竞争优势混合A,4.4567,4.4567,4.5063,4.5063,-0.0496,-1.10,开放申购,开放赎回,0.15%
7979,011755,广发竞争优势混合C,4.4455,4.4455,4.4951,4.4951,-0.0496,-1.10,开放申购,开放赎回,0.00%
7980,005760,富国周期优势混合A,3.0781,3.0781,3.1124,3.1124,-0.0343,-1.10,限大额,开放赎回,0.15%
7981,005535,泰信竞争优选混合,2.6610,3.7133,2.6905,3.7428,-0.0295,-1.10,开放申购,开放赎回,0.15%
7982,007130,中庚小盘价值股票,2.2890,2.2890,2.3145,2.3145,-0.0255,-1.10,暂停申购,开放赎回,1.50%
7983,006527,富国优质发展混合A,2.2312,2.5402,2.2561,2.5651,-0.0249,-1.10,限大额,开放赎回,0.15%
7984,090016,大成消费主题混合,2.1510,2.4080,2.1750,2.4320,-0.0240,-1.10,开放申购,开放赎回,0.15%
7985,013047,富国品质生活混合C,2.1490,2.1490,2.1729,2.1729,-0.0239,-1.10,开放申购,开放赎回,0.00%
7986,003152,华富天鑫灵活配置混合A,2.0793,2.0793,2.1024,2.1024,-0.0231,-1.10,开放申购,开放赎回,0.15%
7987,161610,融通领先成长混合(LOF)A,1.9720,5.4510,1.9940,5.5080,-0.0220,-1.10,开放申购,开放赎回,0.15%
7988,165520,信诚中证800有色指数(LOF)A,1.9085,1.7912,1.9298,1.8042,-0.0213,-1.10,开放申购,开放赎回,0.12%
7989,009055,圆信永丰大湾区A,1.8382,1.8382,1.8587,1.8587,-0.0205,-1.10,开放申购,开放赎回,0.15%
7990,009056,圆信永丰大湾区C,1.8193,1.8193,1.8396,1.8396,-0.0203,-1.10,开放申购,开放赎回,0.00%
7991,160645,鹏华精选回报三年定开混合,1.7936,1.7936,1.8136,1.8136,-0.02,-1.10,暂停申购,暂停赎回,0.15%
7992,004224,南方军工改革灵活配置混合A,1.7514,1.7514,1.7708,1.7708,-0.0194,-1.10,开放申购,开放赎回,0.15%
7993,002051,诺安创新驱动混合C,1.6140,1.7290,1.6320,1.7470,-0.0180,-1.10,开放申购,开放赎回,0.15%
7994,090012,大成深证成长40ETF联接,1.4450,1.4450,1.4610,1.4610,-0.0160,-1.10,开放申购,开放赎回,0.12%
7995,003594,长盛盛崇灵活配置混合A,1.4424,1.6025,1.4585,1.6186,-0.0161,-1.10,开放申购,开放赎回,0.08%
7996,003595,长盛盛崇灵活配置混合C,1.4325,1.5719,1.4485,1.5879,-0.0160,-1.10,开放申购,开放赎回,0.00%
7997,005126,银河量化稳进混合,1.3641,1.3641,1.3793,1.3793,-0.0152,-1.10,开放申购,开放赎回,0.15%
7998,008519,中金中证沪港深优选消费50指数A,1.3531,1.3531,1.3682,1.3682,-0.0151,-1.10,开放申购,开放赎回,0.10%
7999,010203,天弘中证科技100指数增强C,1.2763,1.2763,1.2905,1.2905,-0.0142,-1.10,开放申购,开放赎回,0.00%
8000,007875,国融融兴混合A,1.1826,1.1826,1.1957,1.1957,-0.0131,-1.10,开放申购,开放赎回,0.12%
8001,007876,国融融兴混合C,1.1776,1.1776,1.1907,1.1907,-0.0131,-1.10,开放申购,开放赎回,0.00%
8002,010375,国金鑫悦经济新动能A,1.1732,1.1732,1.1863,1.1863,-0.0131,-1.10,开放申购,开放赎回,0.15%
8003,010253,兴银中证500指数增强A,1.1582,1.1582,1.1711,1.1711,-0.0129,-1.10,开放申购,开放赎回,0.15%
8004,011205,兴银中证500指数增强C,1.1558,1.1558,1.1687,1.1687,-0.0129,-1.10,开放申购,开放赎回,0.00%
8005,010987,中融鑫锐精选一年持有混合A,1.0836,1.0836,1.0957,1.0957,-0.0121,-1.10,开放申购,暂停赎回,0.15%
8006,008934,大成科技消费股票A,0.9959,0.9959,1.0070,1.0070,-0.0111,-1.10,开放申购,开放赎回,0.15%
8007,011585,博时产业慧选混合A,0.9956,0.9956,1.0067,1.0067,-0.0111,-1.10,开放申购,开放赎回,0.15%
8008,010951,中金成长精选混合A,0.9855,0.9855,0.9965,0.9965,-0.0110,-1.10,开放申购,开放赎回,0.15%
8009,010347,农银策略收益一年持有混合,0.9654,0.9654,0.9761,0.9761,-0.0107,-1.10,开放申购,开放赎回,0.15%
8010,012493,长信内需均衡混合A,0.9347,0.9347,0.9451,0.9451,-0.0104,-1.10,开放申购,开放赎回,1.50%
8011,010699,东方红创新趋势混合,0.9243,0.9243,0.9346,0.9346,-0.0103,-1.10,开放申购,开放赎回,1.50%
8012,001887,中欧价值智选混合E,5.9490,6.2990,6.0158,6.3658,-0.0668,-1.11,限大额,开放赎回,0.15%
8013,166019,中欧价值智选混合A,5.3907,5.7107,5.4513,5.7713,-0.0606,-1.11,限大额,开放赎回,0.15%
8014,011565,富国周期优势混合C,3.0651,3.0651,3.0994,3.0994,-0.0343,-1.11,限大额,开放赎回,0.00%
8015,002307,银华多元视野灵活配置混合,3.03,3.03,3.0640,3.0640,-0.0340,-1.11,开放申购,开放赎回,0.15%
8016,006528,富国优质发展混合C,2.1892,2.4952,2.2137,2.5197,-0.0245,-1.11,限大额,开放赎回,0.00%
8017,000928,中融国企改革混合,2.13,2.13,2.1540,2.1540,-0.0240,-1.11,开放申购,开放赎回,0.15%
8018,519959,长信多利混合A,2.0235,2.2335,2.0463,2.2563,-0.0228,-1.11,开放申购,开放赎回,0.15%
8019,003153,华富天鑫灵活配置混合C,1.9993,1.9993,2.0217,2.0217,-0.0224,-1.11,开放申购,开放赎回,0.00%
8020,001917,招商量化精选股票A,1.9651,2.0351,1.9871,2.0571,-0.0220,-1.11,开放申购,开放赎回,0.15%
8021,007950,招商量化精选股票C,1.9436,1.9436,1.9654,1.9654,-0.0218,-1.11,开放申购,开放赎回,0.00%
8022,013081,信诚中证800有色指数(LOF)C,1.9067,1.9067,1.9281,1.9281,-0.0214,-1.11,开放申购,开放赎回,0.00%
8023,008978,银华长丰混合发起式,1.5917,1.5917,1.6096,1.6096,-0.0179,-1.11,开放申购,开放赎回,0.15%
8024,001291,大摩量化多策略股票,1.5180,1.5180,1.5350,1.5350,-0.0170,-1.11,开放申购,开放赎回,0.15%
8025,004790,富荣中证500指数A,1.4634,1.4634,1.4799,1.4799,-0.0165,-1.11,开放申购,开放赎回,0.12%
8026,007943,富安达中证500指数增强,1.3937,1.3937,1.4093,1.4093,-0.0156,-1.11,开放申购,开放赎回,0.12%
8027,008520,中金中证沪港深优选消费50指数C,1.3479,1.3479,1.3630,1.3630,-0.0151,-1.11,开放申购,开放赎回,0.00%
8028,002405,光大中高等级债券A,1.3235,1.3641,1.3383,1.3789,-0.0148,-1.11,开放申购,开放赎回,0.08%
8029,002406,光大中高等级债券C,1.3009,1.3410,1.3155,1.3556,-0.0146,-1.11,开放申购,开放赎回,0.00%
