,基金代码,基金简称,2021-12-06-单位净值,2021-12-06-累计净值,2021-12-03-单位净值,2021-12-03-累计净值,日增长值,日增长率,申购状态,赎回状态,手续费
3823,006578,泰康中证港股通非银指数A,1.0536,1.0536,1.0536,1.0536,0,0.00,开放申购,开放赎回,0.10%
3824,010487,中银顺盈回报一年持有混合,1.0534,1.0534,1.0534,1.0534,0,0.00,开放申购,开放赎回,0.12%
3825,011018,景顺长城安泽回报一年持有混合A,1.0513,1.0513,1.0513,1.0513,0,0.00,开放申购,暂停赎回,0.12%
3826,003542,财通纯债债券C,1.0509,1.0831,1.0509,1.0831,0,0.00,限大额,开放赎回,0.00%
3827,010513,淳厚益加债券A,1.0475,1.0475,1.0475,1.0475,0,0.00,开放申购,开放赎回,0.80%
3828,009203,鹏扬稳利债券A,1.0471,1.0471,1.0471,1.0471,0,0.00,开放申购,开放赎回,0.08%
3829,673030,西部利得多策略优选混合,1.0460,1.6010,1.0460,1.6010,0,0.00,限大额,开放赎回,0.00%
3830,010461,民生加银康利混合,1.0445,1.0445,1.0445,1.0445,0,0.00,限大额,开放赎回,0.60%
3831,009349,前海联合添泽债券A,1.0444,1.0444,1.0444,1.0444,0,0.00,开放申购,开放赎回,0.80%
3832,160515,博时安丰18个月定开债A,1.0430,1.5830,1.0430,1.5830,0,0.00,暂停申购,暂停赎回,0.06%
3833,000112,易方达纯债1年定开债C,1.0430,1.4240,1.0430,1.4240,0,0.00,暂停申购,暂停赎回,0.00%
3834,009204,鹏扬稳利债券C,1.0423,1.0423,1.0423,1.0423,0,0.00,开放申购,开放赎回,0.00%
3835,007211,汇安中短债债券E,1.0422,1.0472,1.0422,1.0472,0,0.00,限大额,开放赎回,0.00%
3836,006521,汇安短债债券E,1.0413,1.0863,1.0413,1.0863,0,0.00,暂停申购,开放赎回,0.00%
3837,005047,南华瑞扬纯债A,1.0391,1.0391,1.0391,1.0391,0,0.00,开放申购,开放赎回,0.06%
3838,013656,博时臻选纯债债券C,1.0389,1.0389,1.0389,1.0389,0,0.00,开放申购,开放赎回,0.00%
3839,010541,国寿安保稳和6个月持有期混合A,1.0382,1.0382,1.0382,1.0382,0,0.00,开放申购,开放赎回,0.10%
3840,003566,博时臻选纯债债券A,1.0375,1.1795,1.0375,1.1795,0,0.00,开放申购,开放赎回,0.08%
3841,009350,前海联合添泽债券C,1.0374,1.0374,1.0374,1.0374,0,0.00,开放申购,开放赎回,0.00%
3842,008912,平安元丰中短债债券C,1.0365,1.0365,1.0365,1.0365,0,0.00,限大额,开放赎回,0.00%
3843,011244,万家惠裕回报6个月持有期混合C,1.0361,1.0361,1.0361,1.0361,0,0.00,开放申购,暂停赎回,0.00%
3844,011774,国寿安保璟珹6个月持有混合C,1.0342,1.0342,1.0342,1.0342,0,0.00,开放申购,暂停赎回,0.00%
3845,010542,国寿安保稳和6个月持有期混合C,1.0334,1.0334,1.0334,1.0334,0,0.00,开放申购,开放赎回,0.00%
3846,000266,易方达恒久添利1年定开债C,1.0330,1.3330,1.0330,1.3330,0,0.00,暂停申购,暂停赎回,0.00%
3847,610003,信达澳银稳定价值债券A,1.0320,1.6450,1.0320,1.6450,0,0.00,暂停申购,开放赎回,0.08%
3848,002519,博时裕景纯债,1.0320,1.19,1.0320,1.19,0,0.00,限大额,开放赎回,0.08%
3849,007375,西部利得聚利6个月定开债A,1.0309,1.0989,1.0309,1.0989,0,0.00,暂停申购,暂停赎回,0.08%
3850,206015,鹏华纯债债券,1.03,1.4760,1.03,1.4760,0,0.00,限大额,开放赎回,0.08%
3851,002785,中融融裕双利债券A,1.03,1.1260,1.03,1.1260,0,0.00,限大额,开放赎回,0.08%
3852,003528,汇添富长添利定开债A,1.03,1.1640,1.03,1.1640,0,0.00,开放申购,开放赎回,0.60%
3853,007179,浙商丰顺纯债债券,1.0294,1.0294,1.0294,1.0294,0,0.00,暂停申购,开放赎回,0.08%
3854,011539,长城优选添瑞六个月持有混合C,1.0282,1.0282,1.0282,1.0282,0,0.00,开放申购,开放赎回,0.00%
3855,002073,圆信永丰兴融A,1.0280,1.28,1.0280,1.28,0,0.00,暂停申购,开放赎回,0.08%
3856,010834,国泰同益18个月持有期混合A,1.0256,1.0256,1.0256,1.0256,0,0.00,开放申购,暂停赎回,0.12%
3857,002550,嘉实稳荣债券,1.0250,1.2220,1.0250,1.2220,0,0.00,限大额,开放赎回,0.80%
3858,007376,西部利得聚利6个月定开债C,1.0244,1.0889,1.0244,1.0889,0,0.00,暂停申购,暂停赎回,0.00%
3859,003529,汇添富长添利定开债C,1.0230,1.1460,1.0230,1.1460,0,0.00,开放申购,开放赎回,0.00%
3860,006811,大成景盈债券A,1.0211,1.0971,1.0211,1.0971,0,0.00,限大额,开放赎回,0.08%
3861,002438,创金合信尊盛纯债,1.02,1.2420,1.02,1.2420,0,0.00,限大额,开放赎回,0.08%
3862,010576,民生加银兴利混合,1.0180,1.0180,1.0180,1.0180,0,0.00,开放申购,开放赎回,0.60%
3863,008710,宝盈盈顺纯债债券A,1.0174,1.0774,1.0174,1.0774,0,0.00,限大额,开放赎回,0.80%
3864,008146,中银添瑞6个月A,1.0160,1.0381,1.0160,1.0381,0,0.00,暂停申购,暂停赎回,0.03%
3865,011950,嘉实稳元纯债债券C,1.0135,1.0150,1.0135,1.0150,0,0.00,限大额,开放赎回,0.00%
3866,008454,中信保诚中债1-3年国开行A,1.0133,1.0133,1.0133,1.0133,0,0.00,开放申购,开放赎回,0.06%
3867,008147,中银添瑞6个月C,1.0120,1.0302,1.0120,1.0302,0,0.00,暂停申购,暂停赎回,0.00%
3868,008455,中信保诚中债1-3年国开行C,1.0114,1.0114,1.0114,1.0114,0,0.00,开放申购,开放赎回,0.00%
3869,010733,红塔红土瑞景纯债A,1.0111,1.0111,1.0111,1.0111,0,0.00,开放申购,开放赎回,0.08%
3870,010734,红塔红土瑞景纯债C,1.0104,1.0104,1.0104,1.0104,0,0.00,开放申购,开放赎回,0.00%
3871,013017,长江双盈6个月持有债券发起式A,1.0098,1.0098,1.0098,1.0098,0,0.00,暂停申购,暂停赎回,0.06%
3872,005048,南华瑞扬纯债C,1.0073,1.0073,1.0073,1.0073,0,0.00,开放申购,开放赎回,0.00%
3873,160523,博时安丰18个月定开债C,1.0070,1.2120,1.0070,1.2120,0,0.00,暂停申购,暂停赎回,0.00%
3874,002786,中融融裕双利债券C,1.0070,1.1010,1.0070,1.1010,0,0.00,限大额,开放赎回,0.00%
3875,007909,招商添韵3个月定开债C,1.0062,1.0412,1.0062,1.0412,0,0.00,暂停申购,暂停赎回,0.00%
3876,610103,信达澳银稳定价值债券B,1.0060,1.5550,1.0060,1.5550,0,0.00,暂停申购,开放赎回,0.00%
3877,010606,创金合信鑫祥混合C,1.0052,1.0052,1.0052,1.0052,0,0.00,开放申购,开放赎回,0.00%
3878,009748,汇丰晋信惠安纯债63个月定开债,1.0035,1.0385,1.0035,1.0385,0,0.00,暂停申购,暂停赎回,0.06%
3879,010494,中航瑞昱一年定开债C,1.0030,1.0310,1.0030,1.0310,0,0.00,暂停申购,暂停赎回,0.00%
3880,009104,新华纯债添利债券发起B,1.0028,1.0408,1.0028,1.0408,0,0.00,限大额,开放赎回,0.00%
3881,002898,富国两年期理财债券A,1.0020,1.19,1.0020,1.19,0,0.00,暂停申购,暂停赎回,0.80%
3882,002899,富国两年期理财债券C,1.0020,1.1730,1.0020,1.1730,0,0.00,暂停申购,暂停赎回,0.00%
3883,008398,汇添富鑫福债,1.0016,1.0016,1.0016,1.0016,0,0.00,开放申购,开放赎回,0.06%
3884,010640,财通稳进回报6个月持有混合A,1.0012,1.0012,1.0012,1.0012,0,0.00,开放申购,暂停赎回,0.08%
3885,010641,财通稳进回报6个月持有混合C,1.0010,1.0010,1.0010,1.0010,0,0.00,开放申购,暂停赎回,0.00%
3886,013648,长信稳丰债券A,1.0004,1.0004,1.0004,1.0004,0,0.00,暂停申购,开放赎回,0.06%
3887,012304,浦银安盛鑫锐混合A,1.0002,1.0002,1.0002,1.0002,0,0.00,开放申购,暂停赎回,0.08%
3888,013649,长信稳丰债券C,1.0002,1.0002,1.0002,1.0002,0,0.00,暂停申购,开放赎回,0.00%
3889,014379,创金合信尊睿债券C,1.0001,1.0001,1.0001,1.0001,0,0.00,开放申购,开放赎回,0.00%
3890,519612,银河旺利混合I,1,1.1250,1,1.1250,0,0.00,开放申购,开放赎回,0.00%
3891,519647,银河鸿利混合I,1,1.16,1,1.16,0,0.00,开放申购,开放赎回,0.00%
3892,519648,银河泰利纯债I,1,1.0264,1,1.0264,0,0.00,开放申购,开放赎回,0.00%
3893,000135,中信保诚嘉鸿债券C,1,1,1,1,0,0.00,暂停申购,开放赎回,0.00%
3894,006368,交银裕祥纯债债券C,1,1,1,1,0,0.00,开放申购,开放赎回,0.00%
3895,005973,交银裕如纯债债券C,1,1,1,1,0,0.00,开放申购,开放赎回,0.00%
3896,006746,交银中债1-3年农发债指数C,1,1,1,1,0,0.00,暂停申购,暂停赎回,0.00%
3897,006964,中加颐瑾定开债券C,1,1,1,1,0,0.00,暂停申购,暂停赎回,0.00%
3898,970014,平安安赢添利半年滚动持有D,1,1,1,1,0,0.00,开放申购,开放赎回,0.00%
3899,013026,银河量化价值混合C,1,1,1,1,0,0.00,开放申购,开放赎回,0.00%
3900,003184,财通中证ESG100指数增强C,1,1,1,1,0,0.00,开放申购,开放赎回,0.00%
3901,970040,天风六个月滚动持有债券C,1,1,1,1,0,0.00,开放申购,暂停赎回,0.00%
3902,970037,华安证券睿赢一年持有债券B,1,1,1,1.1282,0,0.00,开放申购,暂停赎回,0.00%
3903,013835,中加优享纯债债券C,1,1,1,1,0,0.00,开放申购,开放赎回,0.00%
3904,006639,人保鑫盛纯债C,0.9928,0.9928,0.9928,0.9928,0,0.00,限大额,开放赎回,0.00%
3905,002475,中邮睿利增强债券,0.9470,0.9470,0.9470,0.9470,0,0.00,暂停申购,开放赎回,0.08%
3906,000893,工银创新动力股票,0.9370,0.9370,0.9370,0.9370,0,0.00,开放申购,开放赎回,0.15%
3907,004793,富荣富乾债券C,0.8937,0.9432,0.8937,0.9432,0,0.00,暂停申购,开放赎回,0.00%
3908,000463,华商双债丰利债券A,0.6230,1.0380,0.6230,1.0380,0,0.00,暂停申购,开放赎回,0.08%
3909,253010,国联安安心成长混合,0.57,2.2340,0.57,2.2340,0,0.00,限大额,开放赎回,0.15%
3910,070006,嘉实服务增值行业混合,8.5770,9.1170,8.5780,9.1180,-0.0010,-0.01,暂停申购,开放赎回,0.15%
3911,003803,华安新丰利灵活配置混合A,5.3088,5.3088,5.3091,5.3091,-0.0003,-0.01,开放申购,开放赎回,1.50%
3912,003804,华安新丰利灵活配置混合C,1.8572,1.8572,1.8573,1.8573,-0.0001,-0.01,开放申购,开放赎回,0.00%
3913,001157,国联安睿祺灵活配置混合,1.7124,1.7124,1.7125,1.7125,-0.0001,-0.01,限大额,开放赎回,0.15%
3914,006025,诺安优化配置混合,1.6985,1.6985,1.6987,1.6987,-0.0002,-0.01,限大额,开放赎回,0.15%
3915,004730,建信量化事件驱动股票,1.6706,1.6706,1.6707,1.6707,-0.0001,-0.01,开放申购,开放赎回,0.15%
3916,005956,易方达鑫转添利混合C,1.6605,1.6605,1.6606,1.6606,-0.0001,-0.01,开放申购,开放赎回,0.00%
3917,002415,融通通盈灵活配置混合,1.6299,1.6299,1.63,1.63,-0.0001,-0.01,限大额,开放赎回,0.15%
3918,002792,景顺长城顺益回报混合A,1.4573,1.4573,1.4575,1.4575,-0.0002,-0.01,限大额,开放赎回,0.12%
3919,004456,兴银消费新趋势灵活配置,1.4563,1.4563,1.4564,1.4564,-0.0001,-0.01,开放申购,开放赎回,0.15%
3920,002793,景顺长城顺益回报混合C,1.4271,1.4271,1.4272,1.4272,-0.0001,-0.01,限大额,开放赎回,0.00%
3921,162210,泰达宏利集利债券A,1.4192,1.9809,1.4193,1.9810,-0.0001,-0.01,限大额,开放赎回,0.08%
3922,004011,华泰柏瑞鼎利灵活配置混合C,1.4156,1.5773,1.4158,1.5775,-0.0002,-0.01,限大额,开放赎回,0.00%
3923,004446,南方荣年A,1.3948,1.3948,1.3950,1.3950,-0.0002,-0.01,暂停申购,暂停赎回,0.06%
3924,004010,华泰柏瑞鼎利灵活配置混合A,1.3904,1.5521,1.3905,1.5522,-0.0001,-0.01,限大额,开放赎回,0.15%
3925,003603,景顺长城泰安回报混合A,1.3302,1.4421,1.3303,1.4422,-0.0001,-0.01,限大额,开放赎回,0.10%
3926,162299,泰达宏利集利债券C,1.3288,1.8842,1.3289,1.8843,-0.0001,-0.01,限大额,开放赎回,0.00%
3927,003604,景顺长城泰安回报混合C,1.3221,1.43,1.3222,1.4301,-0.0001,-0.01,限大额,开放赎回,0.00%
3928,003044,东方红战略精选混合A,1.3211,1.3711,1.3212,1.3712,-0.0001,-0.01,开放申购,开放赎回,1.00%
3929,450018,国富恒久信用债券A,1.2970,1.4970,1.2971,1.4971,-0.0001,-0.01,开放申购,开放赎回,0.08%
3930,003045,东方红战略精选混合C,1.2929,1.3429,1.2930,1.3430,-0.0001,-0.01,开放申购,开放赎回,0.00%
3931,450019,国富恒久信用债券C,1.2749,1.4631,1.2750,1.4632,-0.0001,-0.01,开放申购,开放赎回,0.00%
3932,004413,建信民丰回报混合,1.2369,1.2369,1.2370,1.2370,-0.0001,-0.01,暂停申购,暂停赎回,0.10%
3933,700005,平安添利债券A,1.2331,1.6701,1.2332,1.6702,-0.0001,-0.01,限大额,开放赎回,0.08%
3934,002737,泓德裕和纯债债券C,1.2154,1.2154,1.2155,1.2155,-0.0001,-0.01,限大额,开放赎回,0.00%
3935,008470,朱雀安鑫回报债券C,1.1787,1.1787,1.1788,1.1788,-0.0001,-0.01,开放申购,开放赎回,0.00%
3936,004585,鹏扬汇利债券A,1.1732,1.2682,1.1733,1.2683,-0.0001,-0.01,限大额,开放赎回,0.08%
3937,002485,国联安通盈混合C,1.1722,1.5032,1.1723,1.5033,-0.0001,-0.01,限大额,开放赎回,0.00%
3938,009545,博时鑫荣稳健混合A,1.1550,1.1550,1.1551,1.1551,-0.0001,-0.01,限大额,开放赎回,0.04%
3939,011061,广发安悦回报混合C,1.1481,1.1618,1.1482,1.1619,-0.0001,-0.01,限大额,开放赎回,0.00%
3940,970051,银河安丰九个月滚动持有混合,1.1468,1.1468,1.1469,1.1469,-0.0001,-0.01,开放申购,封闭期,0.30%
3941,008743,南方集利18个月定开债券A,1.1162,1.1162,1.1163,1.1163,-0.0001,-0.01,暂停申购,暂停赎回,0.06%
3942,002120,广发安悦回报混合A,1.1130,1.35,1.1131,1.3501,-0.0001,-0.01,限大额,开放赎回,0.15%
3943,008744,南方集利18个月定开债券C,1.1085,1.1085,1.1086,1.1086,-0.0001,-0.01,暂停申购,暂停赎回,0.00%
3944,519153,新华纯债添利债券发起C,1.0951,1.5028,1.0952,1.5029,-0.0001,-0.01,暂停申购,开放赎回,0.00%
3945,164808,工银四季收益债券(LOF),1.0941,1.7661,1.0942,1.7662,-0.0001,-0.01,限大额,开放赎回,0.08%
3946,008202,中银恒裕9个月持有期债券A,1.0906,1.0906,1.0907,1.0907,-0.0001,-0.01,开放申购,开放赎回,0.03%
3947,009157,海富通富泽混合C,1.0892,1.0892,1.0893,1.0893,-0.0001,-0.01,开放申购,开放赎回,0.00%
3948,002381,东海祥瑞A,1.0855,1.0855,1.0856,1.0856,-0.0001,-0.01,开放申购,开放赎回,0.08%
3949,008203,中银恒裕9个月持有期债券C,1.0842,1.0842,1.0843,1.0843,-0.0001,-0.01,开放申购,开放赎回,0.00%
3950,010174,英大智享债券A,1.0536,1.0536,1.0537,1.0537,-0.0001,-0.01,开放申购,开放赎回,0.08%
3951,010175,英大智享债券C,1.0496,1.0496,1.0497,1.0497,-0.0001,-0.01,开放申购,开放赎回,0.00%
3952,011019,景顺长城安泽回报一年持有混合C,1.0484,1.0484,1.0485,1.0485,-0.0001,-0.01,开放申购,暂停赎回,0.00%
3953,011393,中欧融益稳健一年混合A,1.0458,1.0458,1.0459,1.0459,-0.0001,-0.01,开放申购,暂停赎回,0.08%
3954,010514,淳厚益加债券C,1.0436,1.0436,1.0437,1.0437,-0.0001,-0.01,开放申购,开放赎回,0.00%
3955,011118,汇添富稳健睿选一年持有混合A,1.0428,1.0428,1.0429,1.0429,-0.0001,-0.01,开放申购,暂停赎回,0.08%
3956,006579,泰康中证港股通非银指数C,1.0425,1.0425,1.0426,1.0426,-0.0001,-0.01,开放申购,开放赎回,0.00%
3957,011119,汇添富稳健睿选一年持有混合C,1.0397,1.0397,1.0398,1.0398,-0.0001,-0.01,开放申购,暂停赎回,0.00%
3958,010068,工银双盈债券A,1.0347,1.0347,1.0348,1.0348,-0.0001,-0.01,开放申购,开放赎回,0.08%
3959,011791,招商瑞盈9个月持有期混合A,1.0343,1.0343,1.0344,1.0344,-0.0001,-0.01,开放申购,暂停赎回,0.12%
3960,011792,招商瑞盈9个月持有期混合C,1.0328,1.0328,1.0329,1.0329,-0.0001,-0.01,开放申购,暂停赎回,0.00%
3961,010069,工银双盈债券C,1.0307,1.0307,1.0308,1.0308,-0.0001,-0.01,开放申购,开放赎回,0.00%
3962,010870,汇添富稳健鑫添益六个月持有混合,1.0242,1.0242,1.0243,1.0243,-0.0001,-0.01,开放申购,开放赎回,0.08%
3963,011816,融通多元收益一年持有期混合,1.0234,1.0234,1.0235,1.0235,-0.0001,-0.01,开放申购,暂停赎回,0.12%
3964,010835,国泰同益18个月持有期混合C,1.0219,1.0219,1.0220,1.0220,-0.0001,-0.01,开放申购,暂停赎回,0.00%
3965,011089,景顺长城景颐惠利一年持有期债券A,1.0211,1.0211,1.0212,1.0212,-0.0001,-0.01,开放申购,暂停赎回,0.08%
3966,011818,鹏扬景阳一年持有混合A,1.0209,1.0209,1.0210,1.0210,-0.0001,-0.01,开放申购,暂停赎回,0.10%
3967,011090,景顺长城景颐惠利一年持有期债券C,1.0201,1.0201,1.0202,1.0202,-0.0001,-0.01,开放申购,暂停赎回,0.00%
3968,011534,万家民瑞祥明6个月持有混合A,1.0181,1.0181,1.0182,1.0182,-0.0001,-0.01,限大额,开放赎回,0.80%
3969,011535,万家民瑞祥明6个月持有混合C,1.0156,1.0156,1.0157,1.0157,-0.0001,-0.01,限大额,开放赎回,0.00%
3970,013041,鹏扬景浦一年持有混合A,1.0119,1.0119,1.0120,1.0120,-0.0001,-0.01,开放申购,暂停赎回,0.08%
3971,013018,长江双盈6个月持有债券发起式C,1.0085,1.0085,1.0086,1.0086,-0.0001,-0.01,开放申购,开放赎回,0.00%
3972,011521,鹏扬景源一年持有混合A,1.0084,1.0084,1.0085,1.0085,-0.0001,-0.01,开放申购,暂停赎回,0.10%
3973,010822,景顺长城顺安回报混合A,1.0077,1.0077,1.0078,1.0078,-0.0001,-0.01,开放申购,开放赎回,0.10%
3974,003431,兴业中短债A,1.0070,1.0070,1.0071,1.0071,-0.0001,-0.01,开放申购,开放赎回,0.04%
3975,013428,东兴鑫享6个月滚动持有债券发起A,1.0069,1.0069,1.0070,1.0070,-0.0001,-0.01,开放申购,暂停赎回,0.06%
3976,013429,东兴鑫享6个月滚动持有债券发起C,1.0068,1.0068,1.0069,1.0069,-0.0001,-0.01,开放申购,暂停赎回,0.00%
3977,011522,鹏扬景源一年持有混合C,1.0054,1.0054,1.0055,1.0055,-0.0001,-0.01,开放申购,暂停赎回,0.00%
3978,003430,兴业中短债C,1.0039,1.0039,1.0040,1.0040,-0.0001,-0.01,开放申购,开放赎回,0.00%
3979,011589,九泰天利量化A,0.9994,0.9994,0.9995,0.9995,-0.0001,-0.01,开放申购,开放赎回,0.15%
3980,011525,中信保诚丰裕一年持有期混合A,0.9991,0.9991,0.9992,0.9992,-0.0001,-0.01,限大额,封闭期,1.00%
3981,011526,中信保诚丰裕一年持有期混合C,0.9961,0.9961,0.9962,0.9962,-0.0001,-0.01,限大额,封闭期,0.00%
3982,011518,嘉实价值臻选混合,0.9684,0.9684,0.9685,0.9685,-0.0001,-0.01,开放申购,开放赎回,0.15%
3983,007102,民生加银添鑫纯债A,0.8255,0.8255,0.8256,0.8256,-0.0001,-0.01,暂停申购,开放赎回,0.04%
3984,007103,民生加银添鑫纯债C,0.8182,0.8182,0.8183,0.8183,-0.0001,-0.01,暂停申购,开放赎回,0.00%
3985,000199,国泰量化策略收益混合,1.9239,2.2769,1.9242,2.2773,-0.0003,-0.02,开放申购,开放赎回,0.12%
3986,004946,汇添富盈润混合A,1.4638,1.4638,1.4641,1.4641,-0.0003,-0.02,开放申购,开放赎回,0.12%
3987,001123,鹏华弘利混合C,1.4465,1.5273,1.4468,1.5276,-0.0003,-0.02,限大额,开放赎回,0.15%
3988,001122,鹏华弘利混合A,1.4456,1.5534,1.4459,1.5537,-0.0003,-0.02,限大额,开放赎回,0.15%
3989,002018,鹏华弘安混合A,1.3974,1.4587,1.3977,1.4590,-0.0003,-0.02,限大额,开放赎回,0.15%
3990,005274,中银景福回报混合,1.3609,1.4609,1.3612,1.4612,-0.0003,-0.02,开放申购,开放赎回,0.12%
3991,004447,南方荣年C,1.3580,1.3580,1.3583,1.3583,-0.0003,-0.02,暂停申购,暂停赎回,0.00%
3992,002969,易方达丰和债券,1.3543,1.4633,1.3546,1.4636,-0.0003,-0.02,开放申购,开放赎回,0.10%
3993,004710,民生加银鹏程混合A,1.3311,1.3811,1.3314,1.3814,-0.0003,-0.02,限大额,开放赎回,0.60%
3994,002019,鹏华弘安混合C,1.3284,1.4209,1.3287,1.4212,-0.0003,-0.02,限大额,开放赎回,0.15%
3995,003301,华夏鼎融债券A,1.3037,1.3037,1.3040,1.3040,-0.0003,-0.02,限大额,开放赎回,0.80%
3996,003302,华夏鼎融债券C,1.2773,1.2773,1.2776,1.2776,-0.0003,-0.02,限大额,开放赎回,0.00%
3997,007749,民生加银鹏程混合C,1.2380,1.2380,1.2383,1.2383,-0.0003,-0.02,限大额,开放赎回,0.00%
3998,002736,泓德裕和纯债债券A,1.2336,1.2336,1.2338,1.2338,-0.0002,-0.02,限大额,开放赎回,0.08%
3999,004775,嘉实新添泽定期混合,1.2175,1.2175,1.2177,1.2177,-0.0002,-0.02,暂停申购,暂停赎回,0.00%
4000,000664,国联安通盈混合A,1.2109,1.5529,1.2111,1.5531,-0.0002,-0.02,限大额,开放赎回,0.07%
4001,003343,鹏华弘惠灵活配置混合A,1.2005,1.3295,1.2008,1.3298,-0.0003,-0.02,限大额,开放赎回,0.15%
4002,001228,国联安鑫享灵活配置混合A,1.1987,1.3527,1.1989,1.3529,-0.0002,-0.02,限大额,开放赎回,0.15%
4003,253030,国联安信心增益债券,1.1935,1.3015,1.1937,1.3017,-0.0002,-0.02,开放申购,开放赎回,0.08%
4004,700006,平安添利债券C,1.1866,1.6096,1.1868,1.6098,-0.0002,-0.02,限大额,开放赎回,0.00%
4005,006583,中信保诚景泰债券A,1.1859,1.1859,1.1861,1.1861,-0.0002,-0.02,开放申购,开放赎回,0.08%
4006,002186,国联安鑫享灵活配置混合C,1.1848,1.7388,1.1850,1.7390,-0.0002,-0.02,限大额,开放赎回,0.00%
4007,161010,富国天丰强化债券(LOF),1.1840,1.9685,1.1842,1.9687,-0.0002,-0.02,开放申购,开放赎回,0.08%
4008,008469,朱雀安鑫回报债券A,1.1836,1.1836,1.1838,1.1838,-0.0002,-0.02,开放申购,开放赎回,0.80%
